                                                            ZZGSES       1249125159937519332002402625                                                      20251128               
                                                            GSE  S       0832750106625012888001601750                                                      20260101
4118000000ST. LOUIS, MO-IL                                  GSE  S03700000832750106625012888001601750IL027ILLINOIS                  CLINTON                2026010103700002025
1666000000CHARLESTON-MATTOON, IL                            GSE  S01190000832750106625012888001601750IL029ILLINOIS                  COLES                  2026010101290002022
1698016984CHICAGO-NAPERVILLE-ELGIN, IL-IN                   GSE  S04550000832750106625012888001601750IL031ILLINOIS                  COOK                   2026010104550002025
9999900000NON-METRO                                         GSE  S00880000832750106625012888001601750IL033ILLINOIS                  CRAWFORD               2026010100880002025
2082000000EFFINGHAM, IL                                     GSE  S01940000832750106625012888001601750IL035ILLINOIS                  CUMBERLAND             2026010101940002025
1698020994CHICAGO-NAPERVILLE-ELGIN, IL-IN                   GSE  S04550000832750106625012888001601750IL037ILLINOIS                  DEKALB                 2026010104550002025
9999900000NON-METRO                                         GSE  S01240000832750106625012888001601750IL039ILLINOIS                  DE WITT                2026010101240002025
9999900000NON-METRO                                         GSE  S02040000832750106625012888001601750IL041ILLINOIS                  DOUGLAS                2026010102040002025
1698016984CHICAGO-NAPERVILLE-ELGIN, IL-IN                   GSE  S04550000832750106625012888001601750IL043ILLINOIS                  DUPAGE                 2026010104550002025
9999900000NON-METRO                                         GSE  S01250000832750106625012888001601750IL045ILLINOIS                  EDGAR                  2026010101250002025
9999900000NON-METRO                                         GSE  S00750000832750106625012888001601750IL047ILLINOIS                  EDWARDS                2026010100810002024
2082000000EFFINGHAM, IL                                     GSE  S01940000832750106625012888001601750IL049ILLINOIS                  EFFINGHAM              2026010101940002025
9999900000NON-METRO                                         GSE  S00860000832750106625012888001601750IL051ILLINOIS                  FAYETTE                2026010100890002017
1658000000CHAMPAIGN-URBANA, IL                              GSE  S02500000832750106625012888001601750IL053ILLINOIS                  FORD                   2026010102500002025
9999900000NON-METRO                                         GSE  S01170000832750106625012888001601750IL055ILLINOIS                  FRANKLIN               2026010101170002025
1590000000CANTON, IL                                        GSE  S00800000832750106625012888001601750IL057ILLINOIS                  FULTON                 2026010101550002024
9999900000NON-METRO                                         GSE  S00870000832750106625012888001601750IL059ILLINOIS                  GALLATIN               2026010100870002025
9999900000NON-METRO                                         GSE  S01050000832750106625012888001601750IL061ILLINOIS                  GREENE                 2026010101080002023
1698016984CHICAGO-NAPERVILLE-ELGIN, IL-IN                   GSE  S04550000832750106625012888001601750IL063ILLINOIS                  GRUNDY                 2026010104550002025
9999900000NON-METRO                                         GSE  S00750000832750106625012888001601750IL065ILLINOIS                  HAMILTON               2026010100990002018
9999900000NON-METRO                                         GSE  S00900000832750106625012888001601750IL067ILLINOIS                  HANCOCK                2026010101250002024
